companyNumber,companyJurisdiction,companyName,officerName,Appears,same,officerPosition,officerStartDate,officerEndDate,officerNationality,officerOccupation
2336587,gb,LEIGH ACADEMIES TRUST,JOHN HENRY HILLIER,1,TRUE,secretary,01/08/99,25/06/03,,CHARTERED ACCOUNTANT
2336587,gb,LEIGH ACADEMIES TRUST,JOHN HOWARD PERRY,1,FALSE,director,19/01/93,19/01/94,,ACCOUNTANT
7475515,gb,READING SCHOOL,JOHN IAN WEEDS,1,FALSE,director,21/12/10,31/08/12,,PRINCIPAL
8253770,gb,THE BISHOP KONSTANT CATHOLIC ACADEMY TRUST,JOHN JOSEPH GERARD ROONEY,1,FALSE,director,15/10/12,,,HEAD TEACHER
5398529,gb,OASIS COMMUNITY LEARNING,JOHN KENNETH FULLER,1,FALSE,director,03/12/07,14/12/09,,HEADTEACHER
7485466,gb,ALCESTER GRAMMAR SCHOOL,JOHN KEVIN SQUIRES,1,FALSE,director,08/12/14,,,DRIVING & ROAD SAFETY INSTRUCTOR
9148738,gb,LEARNING IN HARMONY MULTI ACADEMY TRUST,JOHN KING,1,FALSE,director,28/07/14,,,EDUCATIONAL CONSULTANT
8176019,gb,KENT CATHOLIC SCHOOLS' PARTNERSHIP,JOHN LETTS,1,FALSE,director,31/01/13,31/01/15,,HEADTEACHER
5398529,gb,OASIS COMMUNITY LEARNING,JOHN LINDSAY PEARCE WHITER,1,FALSE,director,14/12/09,,,CHARTERED ACCOUNTANT
7663795,gb,MOULSHAM HIGH SCHOOL,JOHN MALCOLM STEPHENS,1,FALSE,director,30/11/11,19/09/13,,NONE
7796938,gb,VYNERS LEARNING TRUST,JOHN MARK HOOKER,1,FALSE,director,04/10/11,01/08/14,,OPERATIONS DIRECTOR
7929429,gb,CHIPPING NORTON SCHOOL ACADEMY TRUST,JOHN MCCORMICK,1,FALSE,director,31/01/12,,,D&T TECHNICIAN
7559614,gb,THE HERMITAGE ACADEMY TRUST,JOHN MERVYN BOWERY,1,FALSE,director,16/06/16,,,N/A
7700556,gb,LONGFIELD ACADEMY TRUST,JOHN MICHAEL ARMITAGE,1,FALSE,director,06/12/12,,,HEADTEACHER
7348231,gb,THE KEMNAL ACADEMIES TRUST,JOHN MICHAEL KELLY,1,FALSE,director,07/10/14,28/07/15,,COMPANY DIRECTOR
8313108,gb,GREAT SANKEY HIGH SCHOOL,JOHN MORRIS,1,FALSE,director,29/11/12,,,SOLICITOR
6864339,gb,GREENWOOD ACADEMIES TRUST,JOHN NORMAN SAUNDERS,1,FALSE,director,24/11/09,27/10/10,,COMPANY DIRECTOR - RETIRED
7638999,gb,JOHN HAMPDEN GRAMMAR SCHOOL,JOHN PATRICK BARLOW,1,FALSE,director,06/06/11,,,NONE
7346144,gb,THE FALLIBROOME TRUST,JOHN PAUL FINDLOW,1,FALSE,director,01/09/10,13/08/14,,"RETIRED UNIVERSITY LECTURER, COUNCILLOR"
7944160,gb,THE DIOCESE OF WESTMINSTER ACADEMY TRUST,JOHN PAUL MORRISON,1,FALSE,director,01/02/14,,,DIRECTOR OF EDUCATION
7208598,gb,DOVER CHRIST CHURCH ACADEMY,JOHN PEDDER MOSS,1,FALSE,director,01/04/12,,,DEAN OF EDUCATION
8146661,gb,THE PAINSLEY CATHOLIC ACADEMY,JOHN PENNINGTON,1,FALSE,director,29/08/12,,,NONE
7348231,gb,THE KEMNAL ACADEMIES TRUST,JOHN PETER ATKINS,1,FALSE,director,17/08/10,,,CHIEF EXECUTIVE
7663795,gb,MOULSHAM HIGH SCHOOL,JOHN RALPH THOMPSON,1,FALSE,director,09/10/13,,,INDUSTRY PERFORMANCE RELATIONSHIP MANAGE
7929429,gb,CHIPPING NORTON SCHOOL ACADEMY TRUST,JOHN STAPLETON VINCENT,1,FALSE,director,31/01/12,,,BOOK DEALER
7805262,gb,GAWTHORPE COMMUNITY ACADEMY TRUST,JOHN STEPHEN NORTH,1,FALSE,director,09/07/12,,,PRIMARY EDUCATION CONSULTANT
8033193,gb,THE WROXHAM FOUNDATION,JOHN WILLIAM ALFRED USHER,1,FALSE,director,14/11/12,30/11/12,,COUNCILLOR
8122579,gb,SEAFORD HEAD ACADEMY TRUST,JON DILLEY,1,FALSE,director,01/09/15,,,LOSS ADJUSTER
7520128,gb,WILLIAM WILLETT LEARNING TRUST,JON MILES,1,FALSE,director,29/03/11,10/12/13,,BANKING
9482572,gb,THE CARDINAL VAUGHAN MEMORIAL SCHOOL,JONATHAN ADAM SCOFFIELD,1,FALSE,director,10/03/15,,,DIRECTOR - VIDEO POST-PRODUCTION
8313108,gb,GREAT SANKEY HIGH SCHOOL,JONATHAN ANDREW WRIGHT,1,FALSE,director,01/01/16,,,EXECUTIVE HEADTEACHER
5398529,gb,OASIS COMMUNITY LEARNING,JONATHAN DEREK DUTTON,1,TRUE,director,18/03/05,10/09/09,,CHARITY WORKER
5398529,gb,OASIS COMMUNITY LEARNING,JONATHAN DUTTON,1,FALSE,secretary,18/03/05,26/03/07,,CHARITY WORKER
7430317,gb,REDHILL ACADEMY TRUST,JONATHAN FRENCH,1,FALSE,secretary,04/11/10,,,
7654164,gb,HEART OF ENGLAND SCHOOL,JONATHAN HASTON,1,FALSE,director,08/03/16,,,TEACHER
7347930,gb,WESTCLIFF HIGH SCHOOL FOR BOYS LIMITED,JONATHAN HOWARD GERSHINSON,1,FALSE,director,16/09/14,,,CHARTERED SURVEYOR
9343767,gb,SOMERSET ROAD EDUCATION TRUST,JONATHAN MARK BOWDEN,1,FALSE,director,05/12/14,26/11/15,,SALES MANAGER
8451749,gb,REACH2KENT ACADEMY TRUST,JONATHAN MARK FENN,1,FALSE,director,16/12/14,,,SOLICITOR
8146661,gb,THE PAINSLEY CATHOLIC ACADEMY,JONATHAN MARTYN DUDLEY,1,FALSE,director,29/08/12,,,CHARTERED ACCOUNTANT
7697158,gb,WEST KIRBY GRAMMAR SCHOOL,JONATHAN PAUL YOUNG,1,FALSE,director,01/09/12,,,TEACHER
7727786,gb,WALLINGFORD SCHOOLS ACADEMY TRUST,JONATHAN PEBWORTH,1,FALSE,director,03/08/11,,,CHARTERED MANAGEMENT ACCOUNTANT
7796938,gb,VYNERS LEARNING TRUST,JONATHAN RICHARD BOULDIN,1,FALSE,director,04/10/11,05/04/12,,ACCOUNTANT
8438686,gb,PLYMOUTH CAST,JONATHAN ROGER DEACON,1,FALSE,director,11/12/13,,,CHARTERED ACCOUNTANT
7962974,gb,SCHOOLSWORKS ACADEMY TRUST,JONATHAN SPENCER FUNNELL,1,FALSE,director,04/10/13,,,CHARTERED BUILDER
8357352,gb,SPALDING GRAMMAR SCHOOL,JONATHON CHARLES BRADLEY,1,FALSE,director,23/01/13,,,BUSINESS DEVELOPMENT MANAGER
8906809,gb,EASTERSIDE ACADEMY,JONATHON REAY,1,FALSE,director,21/02/14,,,UNIVERSITY LECTURER
8399801,gb,THE BISHOP WHEELER CATHOLIC ACADEMY TRUST,JOSEPH ANTHONY MCDONNELL,1,FALSE,director,12/02/13,,,PARTNER
7442789,gb,THE DE FERRERS TRUST,JOSEPHINE ANN MATKIN,1,FALSE,director,17/11/10,03/09/13,,RETIRED
7033915,gb,MALTBY LEARNING TRUST,JOVAN MARIC,1,FALSE,director,29/09/09,20/07/12,,HEAD OF BUSINESS DEVELOPMENT
7591948,gb,SOUTH CRAVEN ACADEMY TRUST,JOY ADAMSON,1,FALSE,director,17/09/13,,,UNIVERSITY LECTURER
8245853,gb,LITTLE MEAD ACADEMY TRUST,JOYCE ELLEN GYSELYNCK,1,FALSE,director,01/11/12,20/03/13,,NONE
6625091,gb,ACADEMIES ENTERPRISE TRUST,JUDE CHIN,1,FALSE,director,20/10/15,,,CONSULTANT
8313108,gb,GREAT SANKEY HIGH SCHOOL,JUDITH ANN ANKERS,1,FALSE,director,19/06/13,,,HEAD OF POSTGRADUATE ADMISSIONS
7543874,gb,KENNET SCHOOL ACADEMIES TRUST,JUDITH CLARE WILSON,1,FALSE,director,24/09/12,21/01/14,,NURSERY NURSE
7962974,gb,SCHOOLSWORKS ACADEMY TRUST,JUDITH ELIZABETH GREVETT,1,FALSE,director,28/06/15,,,HEAD TEACHER
7208598,gb,DOVER CHRIST CHURCH ACADEMY,JUDITH MARGARET CARLISLE,1,FALSE,director,30/03/10,30/03/11,,HEADTEACHER
7465701,gb,THE GORSE ACADEMIES TRUST,JUDITH SHORE,1,FALSE,secretary,09/12/10,,,
8179242,gb,THE STOUR ACADEMY TRUST,JULI OLIVER-SMITH,1,FALSE,director,01/06/16,,,HEAD OF HR
8245853,gb,LITTLE MEAD ACADEMY TRUST,JULIA ANN SKINNER,1,FALSE,director,26/03/14,,,RETIRED
7944160,gb,THE DIOCESE OF WESTMINSTER ACADEMY TRUST,JULIA ANNE PEARCE,1,FALSE,director,01/09/15,,,HEADTEACHER
8612100,gb,ODYSSEY EDUCATIONAL TRUST,JULIA ECHEVERRIA-WHITE,1,FALSE,director,16/07/13,31/08/15,,SCHOOL TEACHER
7663795,gb,MOULSHAM HIGH SCHOOL,JULIA MEAD,1,FALSE,secretary,10/07/12,31/08/12,,
8179349,gb,INSPIRATION TRUST,JULIAN CHRISTOPHER HANSON-SMITH,1,FALSE,director,11/10/12,,,PRIVATE EQUITY FUND MANAGER
8149829,gb,EMLC ACADEMY TRUST,JULIAN GEORGE RIVERS,1,FALSE,director,27/03/14,,,RETIRED
8340120,gb,THE PROPELLER ACADEMY TRUST,JULIAN JOHN RIDEOUT,1,FALSE,director,14/01/13,30/06/15,,COMMERCIAL FINANCIAL ADVISER
7430317,gb,REDHILL ACADEMY TRUST,JULIAN MARK BOND,1,FALSE,director,01/12/10,,,CHARTERED ENGINEER
8028375,gb,SPIRAL PARTNERSHIP TRUST,JULIAN RICHARD EARL,1,FALSE,director,12/04/12,,,ADVERTISING STRATEGY DIRECTOR
9148738,gb,LEARNING IN HARMONY MULTI ACADEMY TRUST,JULIANNE MARRIOTT,1,FALSE,director,13/10/15,,,SELF EMPLOYED
7491215,gb,MAGNA LEARNING TRUST,JULIE ANN BELVERSTONE,1,FALSE,director,13/01/11,01/12/12,,ADMINISTRATOR
7033915,gb,MALTBY LEARNING TRUST,JULIE ANN KENNY,1,FALSE,director,21/01/10,,,MANAGING DIRECTOR
7633694,gb,GREENSHAW LEARNING TRUST,JULIE ANNE HENDRY,1,FALSE,director,13/05/11,06/10/14,,SENIOR LECTURER
7588104,gb,SYNAPTIC TRUST,JULIE ANNE NEWMAN,1,FALSE,secretary,01/01/15,,,
8149829,gb,EMLC ACADEMY TRUST,JULIE EVANS,1,FALSE,secretary,19/07/12,12/02/13,,
7565242,gb,PENINSULA LEARNING TRUST,JULIE FRANCES GREEN,1,FALSE,secretary,07/04/11,23/05/13,,
7442789,gb,THE DE FERRERS TRUST,JULIE GREEN,1,FALSE,director,05/07/16,,,EXECUTIVE PRINCIPAL (PRIMARY EDUCATION)
8195720,gb,THE WHITE HILLS PARK FEDERATION TRUST,JULIE JACQUELINE FRANCIS,1,FALSE,director,17/10/12,10/02/15,,ACHIEVEMENT LEADER
7565242,gb,PENINSULA LEARNING TRUST,JULIE KAY STARK,1,TRUE,director,07/07/11,15/06/12,,LIBRARIAN
7565242,gb,PENINSULA LEARNING TRUST,JULIE LARISA SEYLER,1,FALSE,director,15/01/15,,,HEAD OF CULTURE
7808732,gb,CARMEL EDUCATION TRUST,JULIE PATRICIA HUMPHREY,1,FALSE,director,01/11/11,01/03/13,,DEPUTY HEADTEACHER
8357352,gb,SPALDING GRAMMAR SCHOOL,JULIE SMITH,1,FALSE,director,23/01/13,,,HOUSEWIFE
8589470,gb,WHITE WOODS PRIMARY ACADEMY TRUST,JULIE TURNER,1,FALSE,director,11/03/16,,,RETIRED HEADTEACHER
8028375,gb,SPIRAL PARTNERSHIP TRUST,JULIET NOELLE WOODFORD,1,FALSE,director,12/04/12,05/01/15,,CHARTERED ACCOUNTANT
7485466,gb,ALCESTER GRAMMAR SCHOOL,JUNE BARRON,1,FALSE,secretary,04/12/12,,,
8098007,gb,THE ASCENT ACADEMIES' TRUST,JUNE HALDANE TORGERSEN,1,FALSE,director,17/01/13,,,RETIRED (PRODUCTION/PLANNING DIRECTOR)
8441736,gb,FREEMAN'S ENDOWED CHURCH OF ENGLAND JUNIOR ACADEMY,JUSTINE BERKSHIRE,1,FALSE,director,12/03/13,,,DEPUTY HEAD TEACHER
8313108,gb,GREAT SANKEY HIGH SCHOOL,KAREN ANNE STEELE,1,FALSE,director,01/12/13,,,TEACHER
7490390,gb,ST. JOSEPH'S COLLEGE EDMUND RICE ACADEMY TRUST,KAREN CLEVERLEY,1,FALSE,secretary,12/01/11,,,
7663795,gb,MOULSHAM HIGH SCHOOL,KAREN DAWN SALMONS,1,FALSE,director,01/07/11,,,BUSINESS MANAGER
7805262,gb,GAWTHORPE COMMUNITY ACADEMY TRUST,KAREN ELIZABETH JOSSE,1,FALSE,secretary,02/01/12,11/04/14,,
7588104,gb,SYNAPTIC TRUST,KAREN ISOBEL DUGAN,1,FALSE,director,19/06/14,,,DEPUTY HEADTEACHER
8441736,gb,FREEMAN'S ENDOWED CHURCH OF ENGLAND JUNIOR ACADEMY,KAREN PARRIS,1,FALSE,director,12/03/13,,,ASSISTANT HEAD TEACHER
7663795,gb,MOULSHAM HIGH SCHOOL,KAREN PUGH,1,FALSE,director,08/12/15,,,TEACHER
7348231,gb,THE KEMNAL ACADEMIES TRUST,KAREN ROBERTS,1,FALSE,director,01/09/13,,,CHIEF EXECUTIVE OFFICER
7475515,gb,READING SCHOOL,KAREN ROSALIND ROSS MBE,1,FALSE,director,01/04/16,,,RETIRED CHIEF EXECUTIVE
7386086,gb,SCHOOL PARTNERSHIP TRUST ACADEMIES,KAREN ROSANNE BROMAGE,1,FALSE,director,19/03/15,,,DIRECTOR OF FINANCE
8195720,gb,THE WHITE HILLS PARK FEDERATION TRUST,KAREN SANDY,1,FALSE,director,17/10/12,,,PROJECT MANAGER
8098007,gb,THE ASCENT ACADEMIES' TRUST,KATE BARKLEY,1,FALSE,director,01/10/15,,,HEAD OF ACADEMY
7890769,gb,REDDISH VALE ACADEMY TRUST,KATE BUTLER,1,FALSE,director,04/04/14,,,COUNCILLOR
9482572,gb,THE CARDINAL VAUGHAN MEMORIAL SCHOOL,KATE GRIFFIN,1,FALSE,director,10/03/15,,,EDUCATION CONSULTANT
7663795,gb,MOULSHAM HIGH SCHOOL,KATE MILLS,1,FALSE,director,08/12/15,,,HEADTEACHER
8098007,gb,THE ASCENT ACADEMIES' TRUST,KATE STILL,1,FALSE,director,01/10/15,,,HEAD OF ACADEMY
6182612,gb,THE DAVID ROSS EDUCATION TRUST,KATHARINE LUCY REID,1,FALSE,director,23/09/13,,,ACADEMIC (UNIVERSITY PROFESSOR)
7638999,gb,JOHN HAMPDEN GRAMMAR SCHOOL,KATHERINE NATALIA BAILEY,1,FALSE,secretary,15/09/14,,,
5398529,gb,OASIS COMMUNITY LEARNING,KATHLEEN ANN HOLT,1,FALSE,director,13/09/07,,,DIRECTOR
7944160,gb,THE DIOCESE OF WESTMINSTER ACADEMY TRUST,KATHLEEN GRIFFIN,1,FALSE,director,01/05/13,,,MEMBER OF EDUCATION COMMISSION
7977368,gb,FARINGDON ACADEMY OF SCHOOLS,KATHRYN ALEXANDRA HALL,1,FALSE,director,01/11/13,27/03/15,,NHS MANAGER
8098007,gb,THE ASCENT ACADEMIES' TRUST,KATHRYN ARMSTRONG,1,FALSE,director,17/08/16,,,TEACHER
8441848,gb,BRENTSIDE PRIMARY ACADEMY,KATHRYN BARNES,1,FALSE,director,27/11/13,,,HR
8028375,gb,SPIRAL PARTNERSHIP TRUST,KATHRYN ELIZABETH BURTON,1,FALSE,director,01/01/16,,,CHARITIES PARTNER (ACCOUNTANT)
8253770,gb,THE BISHOP KONSTANT CATHOLIC ACADEMY TRUST,KATHRYN HARTSHORNE,1,FALSE,director,20/11/12,,,PRINCIPAL LECTURER
9482572,gb,THE CARDINAL VAUGHAN MEMORIAL SCHOOL,KATHRYN JANE BINGHAM,1,FALSE,director,10/03/15,,,HEALTH WRITER/EDITOR
7559614,gb,THE HERMITAGE ACADEMY TRUST,KATHRYN MARGARET BEST,1,FALSE,director,16/06/16,,,NURSE PRACTITIONER NHS
8107310,gb,THE SILVER BIRCH ACADEMY,KATHRYN RYAN,1,FALSE,secretary,10/02/16,,,
8441736,gb,FREEMAN'S ENDOWED CHURCH OF ENGLAND JUNIOR ACADEMY,KATIE FELSTED-PARRY,1,FALSE,director,01/09/15,,,TEACHING ASSISTANT
9484306,gb,TEACH POOLE,KATIE JAYNE MARTHA LASBURY-CARTER,1,FALSE,director,11/03/15,,,EXECUTIVE HEAD TEACHER
7805262,gb,GAWTHORPE COMMUNITY ACADEMY TRUST,KATIE STEVENSON,1,FALSE,director,29/04/13,,,HR MANAGER
7557670,gb,THE ACADEMY OF LINCOLN TRUST,KATIE VAUSE,1,FALSE,director,17/11/11,22/09/14,,TEACHER
8313108,gb,GREAT SANKEY HIGH SCHOOL,KATRINA MARY BESWICK,1,FALSE,director,29/11/12,19/07/13,,TEACHER
7559614,gb,THE HERMITAGE ACADEMY TRUST,KEITH ALDERSLADE,1,FALSE,director,10/03/11,,,COMPANY DIRECTOR
7565242,gb,PENINSULA LEARNING TRUST,KEITH ATKINSON,1,FALSE,director,16/10/12,15/11/13,,RETIRED UNIVERSITY PROVOST
7700556,gb,LONGFIELD ACADEMY TRUST,KEITH BARTLEY COTGRAVE,1,FALSE,director,11/07/11,30/01/14,,EXECUTIVE HEADTEACHER
9482572,gb,THE CARDINAL VAUGHAN MEMORIAL SCHOOL,KEITH BRETT,1,FALSE,director,10/03/15,,,SCHOOLMASTER (RETIRED)
8357352,gb,SPALDING GRAMMAR SCHOOL,KEITH CARWELL CASSWELL,1,FALSE,director,21/01/13,,,FARMER
5398529,gb,OASIS COMMUNITY LEARNING,KEITH DENNIS,1,FALSE,director,07/10/10,,,NONE
7588104,gb,SYNAPTIC TRUST,KEITH HAROLD ROBINSON,1,FALSE,director,01/08/13,,,RETIRED
8357352,gb,SPALDING GRAMMAR SCHOOL,KEITH JOHN BEAN,1,FALSE,director,21/01/13,,,RETIRED
2336587,gb,LEIGH ACADEMIES TRUST,KEITH JOHN ELLIS,1,FALSE,director,11/12/13,,,MANAGING DIRECTOR
7663795,gb,MOULSHAM HIGH SCHOOL,KEITH JOHN MOGFORD,1,FALSE,director,11/11/14,,,DEVELOPMENT DIRECTOR
7697158,gb,WEST KIRBY GRAMMAR SCHOOL,KEITH MALCOLM JONES CENG. BENG. MICE,1,FALSE,director,07/07/11,01/07/15,,RETIRED CHARTERED CIVIL ENGINEER
7663795,gb,MOULSHAM HIGH SCHOOL,KEITH ROBERT MAGEE,1,FALSE,director,01/07/11,31/01/12,,VICAR
8612100,gb,ODYSSEY EDUCATIONAL TRUST,KELLY COOMBS,1,FALSE,director,15/09/15,,,PARENT GOVERNOR
8320065,gb,TRANSFORM TRUST,KELLY LEE,1,FALSE,director,05/12/12,01/01/15,,HEAD OF SCHOOL
8418341,gb,ACORN ACADEMY CORNWALL,KELLY WELTON,1,FALSE,director,16/10/13,09/10/14,,SELF EMPLOYED
7520128,gb,WILLIAM WILLETT LEARNING TRUST,KELVIN GEORGE CROMWELL,1,FALSE,director,29/03/11,,,BANKING
7808732,gb,CARMEL EDUCATION TRUST,KENNETH GERARDE GEE,1,FALSE,director,01/11/11,07/06/12,,BANKING (RETIRED)
7033915,gb,MALTBY LEARNING TRUST,KENNETH GORDON THOMPSON,1,FALSE,director,29/01/10,12/02/14,,NONE
7727786,gb,WALLINGFORD SCHOOLS ACADEMY TRUST,KENNETH MCCREA,1,FALSE,director,03/08/11,,,MARKETING CONSULTANT
8146661,gb,THE PAINSLEY CATHOLIC ACADEMY,KENNETH WILFRED WRIGHT,1,FALSE,director,29/08/12,,,FABRIC TECHNICAL MANAGER
8158582,gb,DEVIZES SCHOOL,KERRY CHARLES DAVID ROSE,1,FALSE,director,26/07/12,,,GOVERNOR
7208598,gb,DOVER CHRIST CHURCH ACADEMY,KERRY JORDAN-DAUS,1,FALSE,director,01/08/15,,,NONE
7944160,gb,THE DIOCESE OF WESTMINSTER ACADEMY TRUST,KERRY THOMAS SULLIVAN,1,TRUE,director,01/03/12,,,UNIVERSITY LECTURER
7944160,gb,THE DIOCESE OF WESTMINSTER ACADEMY TRUST,KEVIN ANTHONY RYLETT,1,FALSE,director,09/02/12,,,RETIRED
7565242,gb,PENINSULA LEARNING TRUST,KEVIN ARTHUR JOHNS,1,FALSE,director,15/01/15,,,ENGINEER
7559614,gb,THE HERMITAGE ACADEMY TRUST,KEVIN BURNS,1,FALSE,director,17/03/11,25/11/13,,NONE
7617529,gb,CREATIVE EDUCATION TRUST,KEVIN CLARKE,1,FALSE,director,21/06/13,01/12/14,,OPERATIONS MANAGER
8149829,gb,EMLC ACADEMY TRUST,KEVIN GEORGE CROMPTON,1,FALSE,director,12/02/13,,,COMPANY DIRECTOR
2336587,gb,LEIGH ACADEMIES TRUST,KEVIN HENDY DEWEY,1,FALSE,director,01/07/14,,,RETIRED
8840373,gb,THE HARMONY TRUST LTD,KEVIN IAN MCCORMICK,1,FALSE,director,07/02/14,,,RETIRED
7208598,gb,DOVER CHRIST CHURCH ACADEMY,KEVIN JOHN ARMAN,1,FALSE,director,01/08/15,,,FREIGHT SYSTEMS MANAGER STENA LINE UK LI
2336587,gb,LEIGH ACADEMIES TRUST,KEVIN JOHN NOLAN,1,FALSE,director,27/11/07,22/06/09,,HR DIRECTOR
7652476,gb,TREWIRGIE JUNIOR SCHOOL,KEVIN MARK BUTCHER,1,FALSE,director,04/07/11,,,DEPUTY HEADTEACHER
9284055,gb,DRB IGNITE MULTI ACADEMY TRUST,KEVIN MCCABE,1,FALSE,director,14/01/15,,,HEADMASTER
7695544,gb,DENE MAGNA SCHOOL,KEVIN MICHAEL HACKER,1,FALSE,director,18/05/15,,,ICT MANAGER
7565242,gb,PENINSULA LEARNING TRUST,KEVIN MICHAEL PEARCE,1,FALSE,director,06/02/14,,,FINANCE DIRECTOR
8440868,gb,THE WYTHENSHAWE CATHOLIC ACADEMY TRUST,KEVIN O'CONNOR,1,FALSE,director,12/03/13,25/11/15,,GENERAL MANAGER
7430317,gb,REDHILL ACADEMY TRUST,KEVIN PAUL EDWARDS,1,FALSE,director,01/07/14,,,RETIRED
8195720,gb,THE WHITE HILLS PARK FEDERATION TRUST,KEVIN PHILIP DEAN,1,FALSE,director,30/08/12,31/12/13,,PRINCIPAL
7617529,gb,CREATIVE EDUCATION TRUST,KEVIN READ,1,TRUE,director,21/06/13,31/07/15,,CIVIL SERVANT
7617529,gb,CREATIVE EDUCATION TRUST,KEVIN YARDLEY BUTLER,1,FALSE,director,18/05/12,,,ECONOMIST
7796938,gb,VYNERS LEARNING TRUST,KIERAN DINEEN,1,FALSE,director,19/05/14,01/02/15,,CIVIL ENGINEER
8399801,gb,THE BISHOP WHEELER CATHOLIC ACADEMY TRUST,KIERAN JOHN BENTHAM,1,FALSE,director,12/02/13,,,IT SPECIALIST
8253770,gb,THE BISHOP KONSTANT CATHOLIC ACADEMY TRUST,KIERON FLOOD,1,FALSE,director,15/10/12,12/05/15,,HEAD TEACHER
7591948,gb,SOUTH CRAVEN ACADEMY TRUST,KIKA BOWEN,1,FALSE,director,25/03/13,,,PREMISES & CONTRACTS MANAGER
8441736,gb,FREEMAN'S ENDOWED CHURCH OF ENGLAND JUNIOR ACADEMY,KIRSTY WATT,1,FALSE,director,01/09/15,,,TEACHER
6182612,gb,THE DAVID ROSS EDUCATION TRUST,KIRSTY WHITEHEAD,1,FALSE,director,22/04/16,,,SOLICITOR
8905350,gb,WOODFIELD SCHOOL,KISHAN RAJESH DEVANI,1,FALSE,director,20/02/14,24/03/15,,DIRECTOR
7827368,gb,CENTRAL LEARNING PARTNERSHIP TRUST,KUAN YING LIM,1,FALSE,director,13/12/11,31/08/13,,ACUPUNCTURIST
8245853,gb,LITTLE MEAD ACADEMY TRUST,LAURA MADELEINE GREEN,1,FALSE,secretary,01/11/12,30/04/15,,
7475515,gb,READING SCHOOL,LAURA SPEARING,1,FALSE,director,14/03/11,09/01/12,,FINANCE MANAGER
7663795,gb,MOULSHAM HIGH SCHOOL,LAURENCE PETER MEDICI,1,FALSE,director,09/06/11,,,CIVIL SERVANT
8399801,gb,THE BISHOP WHEELER CATHOLIC ACADEMY TRUST,LAWRENCE JOSEPH HOGAN,1,FALSE,director,06/05/13,,,PROJECT MANAGER
8657945,gb,INSPIRATIONAL LEARNING ACADEMIES TRUST,LEANNE BARROW,1,FALSE,director,01/09/15,,,NONE
8245853,gb,LITTLE MEAD ACADEMY TRUST,LEANNE MARIE SOWERSBY,1,FALSE,director,15/05/13,26/03/14,,RESIDENT INVOLVEMENT COORDINATOR (HOUSIN
2336587,gb,LEIGH ACADEMIES TRUST,LEE CROXTON,1,FALSE,director,17/09/08,31/01/12,,TEACHER
8418341,gb,ACORN ACADEMY CORNWALL,LEE NEIL BATEMAN,1,FALSE,director,07/10/15,,,ASSISTANT HEAD
8122579,gb,SEAFORD HEAD ACADEMY TRUST,LEICA BARNARD,1,FALSE,director,01/09/15,,,MANAGEMENT CONSULTANT
9148738,gb,LEARNING IN HARMONY MULTI ACADEMY TRUST,LEILAH MCCLAY,1,FALSE,director,01/01/15,,,ACTING PRINCIPAL
8313108,gb,GREAT SANKEY HIGH SCHOOL,LENORE BURGESS,1,FALSE,director,29/11/12,,,FINANCE MANAGER
7796938,gb,VYNERS LEARNING TRUST,LEONARD BENSON,1,FALSE,director,04/10/11,20/01/12,,INSURANCE BROKER
7588104,gb,SYNAPTIC TRUST,LEONIE ROSE,1,FALSE,director,01/04/11,14/06/12,,NONE
7697158,gb,WEST KIRBY GRAMMAR SCHOOL,LESLEY BROADBERE,1,FALSE,director,01/09/12,,,BUSINESSWOMAN
8098007,gb,THE ASCENT ACADEMIES' TRUST,LESLEY CLELLAND,1,FALSE,director,01/10/15,,,CHARITY PROJECT MANAGER
8253770,gb,THE BISHOP KONSTANT CATHOLIC ACADEMY TRUST,LESLEY DARREN,1,FALSE,director,10/09/14,,,PRIMARY HEADTEACHER
7442789,gb,THE DE FERRERS TRUST,LESLEY MARGARET WELLS,1,FALSE,director,04/11/11,03/09/15,,HEADTEACHER
7654164,gb,HEART OF ENGLAND SCHOOL,LESLEY MARKHAM,1,FALSE,director,01/06/11,,,RETIRED
7588104,gb,SYNAPTIC TRUST,LESLIE CHRISTOPHER DAVID JONES,1,FALSE,director,01/08/13,08/10/15,,IT CONSULTANT
7559614,gb,THE HERMITAGE ACADEMY TRUST,LESLIE RIVETT,1,FALSE,director,17/03/11,01/05/13,,NONE
7695544,gb,DENE MAGNA SCHOOL,LIANE PITCHER-LEIGH,1,FALSE,director,06/07/11,,,TEACHER
6625091,gb,ACADEMIES ENTERPRISE TRUST,LIAQAT ALI JARRAL,1,FALSE,director,18/05/10,07/10/14,,COMPANY DIRECTOR
7663795,gb,MOULSHAM HIGH SCHOOL,LINDA AMRANE-COOPER,1,FALSE,director,13/12/12,18/11/14,,ASSOCIATE DEAN AND INTERNATIONAL LEAD
7633694,gb,GREENSHAW LEARNING TRUST,LINDA AMY WELCH,1,FALSE,secretary,01/10/11,02/12/13,,
7663795,gb,MOULSHAM HIGH SCHOOL,LINDA CHRISTINE NEWBURY,1,FALSE,director,01/07/11,21/09/11,,INDEPENDENT SOCIAL WORKER
7557670,gb,THE ACADEMY OF LINCOLN TRUST,LINDA JANICE LEYLAND,1,FALSE,director,25/03/15,,,ADMINISTRATION OFFICER / RECEPTIONIST
7962974,gb,SCHOOLSWORKS ACADEMY TRUST,LINDA MARIE DALE,1,FALSE,director,13/12/13,,,NONE
